scientific_name;genus;species-tobesplit;country_id;locality;ddlat;ddlong;recorded_by;colnum;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;barcode;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;prel_bc;prel_bc2;prel_herbCode;prel_code;prel_code_X;tmp_hc;st_barcode
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;17;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.142104;100.297586;;;17;3;1988;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;Jambi;-1.14;102.14;;;15;3;1996;P. Akhriadi;2004-05-26T00:00:00;;;;0;0;0;0;0;0;26;05;2004;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.9599;100.4521;;;25;9;2003;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.8895;100.5206;;;25;9;2003;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.63;100.28;;;25;9;2003;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.8895;100.5206;;;3;9;1981;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;Fissistigma latifolium;ID;West Sumatra;-0.55;102.41;;;27;10;1995;P. Akhriadi;2003-09-25T00:00:00;;;;0;0;0;0;0;0;25;09;2003;0;0;0;;;;<NA>;;;
Fissistigma Griff.;Fissistigma;;ID;Riau;0.036543;102.204658;;;;;;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair;Phaeanthus;Phaeanthus ophthalmicus;ID;West Sumatra;0.55;100.02;;;6;11;1989;P. Akhriadi;2003-10-28T00:00:00;;;;0;0;0;0;0;0;28;10;2003;0;0;0;;;;<NA>;;;
Popowia Endl.;Popowia;;ID;West Sumatra;-0.63;100.28;;;26;6;2004;Shuichiro Tagane;2015-09-05T00:00:00;;;;0;0;0;0;0;0;05;09;2015;0;0;0;;;;<NA>;;;
Popowia Endl.;Popowia;;ID;West Sumatra;-0.63;100.28;;;14;5;2006;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.6876;100.9536;;;2;8;2002;P. Akhriadi;2004-03-01T00:00:00;;;;0;0;0;0;0;0;01;03;2004;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;11;11;1989;Budi irwan;2007-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2007;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;12;5;1994;Budi irwan;2002-07-01T00:00:00;;;;0;0;0;0;0;0;01;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;1;11;1989;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;11;11;1989;Budi irwan;2002-07-01T00:00:00;;;;0;0;0;0;0;0;01;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;20;12;1987;Budi irwan;2002-07-01T00:00:00;;;;0;0;0;0;0;0;01;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.27;100.72;;;;;;Budi irwan;2007-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2007;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-0.1282;100.6967;;;17;4;1999;P. Akhriadi;2002-07-24T00:00:00;;;;0;0;0;0;0;0;24;07;2002;0;0;0;;;;<NA>;;;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;Fissistigma manubriatum;ID;West Sumatra;-1.0;100.5;;;25;9;2003;P. Akhriadi;2003-09-01T00:00:00;;;;0;0;0;0;0;0;01;09;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.1282;100.6967;;;12;5;1994;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.41;100.73;;;;;;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.1282;100.6967;;;15;5;1994;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus tenuifolius King;Goniothalamus;Goniothalamus tenuifolius;ID;West Sumatra;0.3667;100.05;;;17;2;1995;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.1282;100.6967;;;1;4;1988;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.8895;100.5206;;;13;12;1987;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.1282;100.6967;;;11;11;1984;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus tapis Miq.;Goniothalamus;Goniothalamus tapis;ID;Jambi;-1.14;102.14;;;15;9;1995;P. Akhriadi;2003-01-10T00:00:00;;;;0;0;0;0;0;0;10;01;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.2663;100.2098;;;5;10;1986;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.2663;100.2098;;;4;10;1986;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.2663;100.2098;;;5;10;1986;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.8895;100.5206;;;20;1;1988;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.8895;100.5206;;;24;8;1989;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.2663;100.2098;;;5;10;1986;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.47;100.37;;;21;3;1990;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.9599;100.4521;;;23;11;1991;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.9599;100.4521;;;23;11;1991;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.8895;100.5206;;;15;12;1978;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-0.8895;100.5206;;;5;6;2005;Rezi;2019-06-28T00:00:00;;;;0;0;0;0;0;0;28;06;2019;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.9599;100.4521;;;23;11;1991;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;Meiogyne virgata;ID;West Sumatra;-0.9599;100.4521;;;23;11;1991;P. Akhriadi;2003-10-03T00:00:00;;;;0;0;0;0;0;0;03;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Jambi;-1.14;102.14;;;13;9;1995;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Jambi;-1.14;102.14;;;13;9;1995;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;-1.026321;101.015599;;;26;11;2012;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;West Sumatra;0.3667;100.05;;;7;8;1999;Nurainas;1999-10-25T00:00:00;;;;0;0;0;0;0;0;25;10;1999;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Jambi;-1.14;102.14;;;12;9;1995;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;;ID;Jambi;-1.14;102.14;;;13;9;1995;P. Akhriadi;2003-10-01T00:00:00;;;;0;0;0;0;0;0;01;10;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.9599;100.4521;;;16;5;1993;P. Akhriadi;1993-05-16T00:00:00;;;;0;0;0;0;0;0;16;05;1993;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;Jambi;-1.59;103.61;;;2;5;1996;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;-1.35;100.567;;;7;2;2000;P. Akhriadi;2003-10-08T00:00:00;;;;0;0;0;0;0;0;08;10;2003;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;-1.181696;98.935895;;;4;3;1999;P. Akhriadi;2003-10-08T00:00:00;;;;0;0;0;0;0;0;08;10;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.8895;100.5206;;;29;10;1995;P. Akhriadi;2002-06-15T00:00:00;;;;0;0;0;0;0;0;15;06;2002;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;-0.8895;100.5206;;;;;;P. Akhriadi;2003-11-13T00:00:00;;;;0;0;0;0;0;0;13;11;2003;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;0.3667;100.05;;;;;;P. Akhriadi;2003-11-13T00:00:00;;;;0;0;0;0;0;0;13;11;2003;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;0.3667;100.05;;;;;;P. Akhriadi;2003-11-13T00:00:00;;;;0;0;0;0;0;0;13;11;2003;0;0;0;;;;<NA>;;;
Uvaria argentea Blume;Uvaria;Uvaria argentea;ID;West Sumatra;0.3667;100.05;;;8;9;1988;P. Akhriadi;2003-11-13T00:00:00;;;;0;0;0;0;0;0;13;11;2003;0;0;0;;;;<NA>;;;
Cyathocalyx sumatranus Scheff.;Cyathocalyx;Cyathocalyx sumatranus;ID;West Sumatra;-0.6078;100.7702;;;;;;Shuichiro Tagane;2015-09-05T00:00:00;;;;0;0;0;0;0;0;05;09;2015;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-0.47;100.37;;;28;5;1991;P. Akhriadi;2003-08-13T00:00:00;;;;0;0;0;0;0;0;13;08;2003;0;0;0;;;;<NA>;;;
Cyathocalyx sumatranus Scheff.;Cyathocalyx;Cyathocalyx sumatranus;ID;West Sumatra;0.15;100.167;;;;;;Shuichiro Tagane;2015-09-05T00:00:00;;;;0;0;0;0;0;0;05;09;2015;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-1.181696;98.935895;;;;;;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-0.47;100.37;;;28;5;1991;P. Akhriadi;2003-08-13T00:00:00;;;;0;0;0;0;0;0;13;08;2003;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-0.6876;100.9536;;;25;1;1958;P. Akhriadi;2003-08-13T00:00:00;;;;0;0;0;0;0;0;13;08;2003;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-0.8895;100.5206;;;13;8;2003;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;West Sumatra;-0.63;100.28;;;28;5;1990;P. Akhriadi;2003-08-13T00:00:00;;;;0;0;0;0;0;0;13;08;2003;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;South Sumatra;-2.841243;102.303537;;;16;3;2005;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;South Sumatra;-2.841243;102.303537;;;16;3;2005;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Cyathocalyx pubescens Scheff.;Drepananthus;Drepananthus pubescens;ID;Riau;0.036543;102.204658;;;;;;;;;;;0;0;0;0;0;0;;;;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;6;4;1997;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;6;4;1997;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;16;4;1997;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;19;12;1992;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;19;12;1992;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;20;12;1992;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.5441;100.3379;;;4;6;1997;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.63;100.28;;;11;10;1991;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.63;100.28;;;11;10;1991;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.63;100.28;;;11;10;1991;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.8895;100.5206;;;26;10;2002;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.63;100.28;;;;;;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.63;100.28;;;9;11;1991;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.8895;100.5206;;;3;12;1993;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.8895;100.5206;;;;;;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.9599;100.4521;;;16;5;1993;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;Riau;-0.55;102.41;;;25;3;1996;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;Riau;-0.55;102.41;;;25;3;1996;P. Akhriadi;2004-08-01T00:00:00;;;;0;0;0;0;0;0;01;08;2004;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.8895;100.5206;;;13;12;1991;P. Akhriadi;2003-08-15T00:00:00;;;;0;0;0;0;0;0;15;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;Riau;-0.55;102.41;;;28;3;1996;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;0.3667;100.05;;;24;6;2000;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;Riau;-0.55;102.41;;;25;3;1996;P. Akhriadi;2003-08-01T00:00:00;;;;0;0;0;0;0;0;01;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;0.3667;100.05;;;26;4;2001;P. Akhriadi;2003-08-01T00:00:00;;;;0;0;0;0;0;0;01;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;Riau;-0.55;102.41;;;28;3;1996;P. Akhriadi;2003-08-01T00:00:00;;;;0;0;0;0;0;0;01;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.6078;100.7702;;;5;6;1997;P. Akhriadi;2003-08-01T00:00:00;;;;0;0;0;0;0;0;01;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;0.3667;100.05;;;17;2;1995;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;0.3667;100.05;;;17;2;1995;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;0.3667;100.05;;;1;1;1996;P. Akhriadi;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.6078;100.7702;;;5;6;1997;;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.27;100.72;;;28;5;1994;P. Akhriadi;2003-08-14T00:00:00;;;;0;0;0;0;0;0;14;08;2003;0;0;0;;;;<NA>;;;
Annonaceae;;;ID;West Sumatra;-0.6876;100.9536;;;21;4;2000;;2003-08-21T00:00:00;;;;0;0;0;0;0;0;21;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.2663;100.2098;;;18;5;1985;P. Akhriadi;2003-08-14T00:00:00;;;;0;0;0;0;0;0;14;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.1282;100.6967;;;2;6;2001;P. Akhriadi;2003-08-14T00:00:00;;;;0;0;0;0;0;0;14;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.1282;100.6967;;;2;6;2001;P. Akhriadi;2003-08-14T00:00:00;;;;0;0;0;0;0;0;14;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.25;100.63;;;;;;P. Akhriadi;2003-08-14T00:00:00;;;;0;0;0;0;0;0;14;08;2003;0;0;0;;;;<NA>;;;
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;Dasymaschalon dasymaschalum;ID;West Sumatra;-0.606658;100.363986;;;22;3;2002;P. Akhriadi;2003-08-16T00:00:00;;;;0;0;0;0;0;0;16;08;2003;0;0;0;;;;<NA>;;;
